destination_wallet,valid_stamps_count,tx_count,contributor_count,stamp_holders_tx,amount_usd_total,holders_ratio,amount_per_contributor,round
0x2906e0181f371b7a4c4bffe13e31b2a917b368e8,25848.0,9668,9668,2666.0,9622.87520156,0.275755068266446,0.9953325611874224,unicef
0x2987B9951F72b20f0C1cABaeA8a3C53a08402CF2,0.0,15,15,13.0,48.5969472,0.8666666666666667,3.2397964800000003,gr15
0x298F7F66bA43f0EfeCf4bc324b0016F822c783A4,24.0,52,52,43.0,194.7218835,0.8269230769230769,3.7446516057692305,gr15
0x29b1d432a40f40F5418DA2d4ABf740e5E491629B,22.0,11,11,11.0,27.7501155,1.0,2.5227377727272726,gr15
0x2C599f64dC62Ef182A21fa925773846AFAcCC5EC,0.0,19,19,19.0,27.673626,1.0,1.4565066315789472,gr15
0x2D1036d679F3cdcA0EA86Bb0e29540D52346cbC9,443.0,322,322,252.0,902.5289002300001,0.782608695652174,2.8028847833229817,gr15
0x2D407dDb06311396fE14D4b49da5F0471447d45C,62.0,13,13,9.0,13.393821090000001,0.6923076923076923,1.03029393,gr15
0x2D9d84F4D8a4254ea23Fe18825193Cbd1b21b749,532.0,994,994,914.0,2266.3703450798425,0.9195171026156942,2.2800506489736847,gr15
0x2Dd14fe9dFb715Fa086d294eB23fE3A0d576A2f1,74.0,1376,1376,1355.0,2060.000629153755,0.9847383720930233,1.4970934804896476,gr15
0x2DeE5D7e77A1212b21139Bc1d98B249DCc52055D,88.0,160,160,131.0,849.4802860929111,0.81875,5.309251788080695,gr15
0x2E4859A2e7661c2d08eDb79660DbE043e8d669E3,1493.0,714,714,581.0,2678.6437556717888,0.8137254901960784,3.751601898699984,gr15
0x2EF0608A184af534b5b4Cb36708f003c3DF24f53,0.0,870,870,867.0,1185.21620999,0.996551724137931,1.3623174827471263,gr15
0x2Ed502A704f3590b9EAA59Ca1E88a6B457dD577c,0.0,14,14,14.0,47.979568879,1.0,3.427112062785714,gr15
0x2Edaa86197A839792a9Befd71DafB328422be84E,26.0,18,18,12.0,40.04152455,0.6666666666666666,2.2245291416666664,gr15
0x2bda0f075ef125d8aa232df763559c9749cc218c,4158.0,1681,1681,447.0,574.99445339385,0.26591314693634743,0.3420549990445271,fantom
0x2c0A2796039B5270D5aB44D1B86cdFbF722133cF,10.0,12,12,12.0,42.9005571,1.0,3.575046425,gr15
0x2f71129b240080C638ac8d993BFF52169E3551c3,20.0,12,12,12.0,70.576685,1.0,5.881390416666666,gr15
0x30037b47df4c139e00708e1e4fec9205acd9cb25,6663.0,2099,2099,669.0,2434.3725250644,0.3187232015245355,1.159777286833921,fantom
0x30fc1e5e296F557Cf05409cAda9281AD3f6B2969,56.0,22,22,20.0,81.59142135,0.9090909090909091,3.7087009704545455,gr15
0x3102B41F4B028DbD5Ab2908C29541e15D5DDFff8,717.0,629,629,268.0,1093.357501611,0.4260731319554849,1.7382472203672497,gr15
0x311C5735072F4E4Ac78f521167742ff847bDc49a,0.0,45,45,37.0,295.545073725,0.8222222222222222,6.567668305,gr15
0x31856e11ddaabc67e3b7b5de50Dd0EFcE86e361e,0.0,11,11,11.0,31.86337603,1.0,2.8966705481818185,gr15
0x3196AA0F31dFc8CaD40Dc92C418b8Af5e7ccAD65,0.0,16,16,14.0,312.25924249999997,0.875,19.516202656249998,gr15
0x31e7e4bB3Aa3A5Dd3AC5E240223eb4416CFFa5c3,80.0,105,105,92.0,545.1512649709548,0.8761904761904762,5.191916809247188,gr15
0x322B151C5ad70916858bAf5548AF9642f4Cf1f48,113.0,1122,1122,1113.0,1547.994632009,0.9919786096256684,1.3796743600793226,gr15
0x32B74B90407309F6637245292cd90347DE658A37,240.0,515,515,474.0,4490.917683383881,0.920388349514563,8.720228511425011,gr15
0x33005c3b9F61154f9F587741f2e0cd5dFA9a182c,61.0,60,60,47.0,378.2566009546854,0.7833333333333333,6.30427668257809,gr15
0x330BdaF3fC683c74526AcaFCF71FC06cCc15f798,0.0,246,246,244.0,568.7555873225,0.991869918699187,2.3120145826117886,gr15
0x3317AD9eDa6942b5a7BE5BA83346C0Ea82C3C26C,39.0,180,180,172.0,950.44201366,0.9555555555555556,5.280233409222222,gr15
0x33359285F30E7B3386dE70ca500F4fe27853765B,165.0,328,328,282.0,1768.4664569226798,0.8597560975609756,5.391666027203292,gr15
0x334EF963B3f4AB3c9E4f2580e734025FAc830fFB,183.0,1271,1271,1228.0,5764.425602530438,0.966168371361133,4.535346658167142,gr15
0x33644e4D6bb589854fbb906276147Afd7de86E09,0.0,11,11,7.0,62.123593910000004,0.6363636363636364,5.647599446363636,gr15
0x33691C71ACcf25881BC45F78fE10217580C310C9,44.0,34,34,30.0,72.953409955,0.8823529411764706,2.145688528088235,gr15
0x336Ce087593688F431e3D9D57188Fa8Df10cF49B,70.0,285,285,269.0,2039.2820871625001,0.9438596491228071,7.155375744429825,gr15
0x3460BF837B6741035d20Ea2D894A4423A859af12,44.0,257,257,230.0,1646.703944722,0.8949416342412452,6.40740834522179,gr15
0x34B9bc5132319B38Cd0E6Bc812ad6a40bA7AaDB2,0.0,22,22,21.0,256.49130049999997,0.9545454545454546,11.658695477272726,gr15
0x34E8552ea9b77D3dCB15dF869d7F4Fd5D2C2f5d4,2649.0,3942,3942,3118.0,10925.501641534964,0.7909690512430239,2.771563074970818,gr15
0x34aea1c8D01c603f32E2a41580713e945C15eea3,0.0,27,27,25.0,477.97952355,0.9259259259259259,17.702945316666668,gr15
0x34f93b12ca2e13c6e64f45cfa36eabadd0ba30fc,11294.0,4942,4942,1120.0,3393.403127079692,0.22662889518413598,0.6866457157182703,fantom
0x358102Be6f587f7455D102Cc330230a1d112d085,0.0,32,32,29.0,88.308653033,0.90625,2.75964540728125,gr15
0x361bCB727543511a09dfd2970beD163874b7F0BC,55.0,1178,1178,1166.0,1706.1892182835,0.9898132427843803,1.4483779442134974,gr15
0x36F72624016C75E96006EC9eD64C575DA538e364,344.0,573,573,498.0,5443.263288426101,0.8691099476439791,9.499586890795989,gr15
0x370C48c715EDD25f2B464E1ABA5810582c5AA8F9,0.0,22,22,22.0,373.08359853132004,1.0,16.958345387787276,gr15
0x383F84bDA7c56bb47686B84056D97481838E73E0,19.0,98,98,88.0,127.7777001071,0.8979591836734694,1.3038540827255103,gr15
0x38A63519a8EE25A074c98394764Cc10db8175E00,148.0,26,26,22.0,180.2914168,0.8461538461538461,6.934285261538462,gr15
0x3927E0642C432A934a4EAA64C79bC8a1D8ac5Fb7,0.0,25,25,17.0,141.65510695,0.68,5.666204278,gr15
0x392aCFD0792C32222edF31C20dD0Cc51528bb9Ea,1102.0,1318,1318,1147.0,10618.600242275998,0.870257966616085,8.056601094291349,gr15
0x3945D766185E2264900C84faC10958B3619C2bD4,70.0,63,63,51.0,701.302097685,0.8095238095238095,11.131779328333334,gr15
0x3953017AF23aB99a7d40f3D26F1595f27c91345f,847.0,304,304,218.0,772.50699584,0.7171052631578947,2.5411414336842104,gr15
0x396e0dcd35A534975BfF6bF044AC0E373A29D231,153.0,107,107,93.0,224.97015874405,0.8691588785046729,2.1025248480752334,gr15
0x3994df9F08C9C5C3fAF8386A6Dbe0dfCA04D110B,0.0,23,23,15.0,83.54557109,0.6521739130434783,3.632416134347826,gr15
0x39B86c3a651E4Ce2e8F8de9074028973D7948567,16.0,19,19,17.0,36.78645885,0.8947368421052632,1.9361294131578948,gr15
0x39D453d4B86c6D97f6D420cB2F0dab957dec0279,0.0,18,18,14.0,80.05978871,0.7777777777777778,4.447766039444445,gr15
0x39d77e51c485f1ff65b1b3b42e9f67cda221f597,34601.0,11089,11089,3412.0,12076.80617752,0.3076923076923077,1.089079824828208,unicef
0x3A5bd1E37b099aE3386D13947b6a90d97675e5e3,15683.0,17735,17735,15455.0,44656.67003136778,0.8714406540738653,2.517996618628011,gr15
0x3BF8Df724A745f210A32F693BFCC50dc2c76D405,0.0,24,24,21.0,115.2769619,0.875,4.803206745833333,gr15
0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C,239.0,408,408,371.0,2624.295808616769,0.9093137254901961,6.43209757013914,gr15
0x3C8281c8786ab29Bcab5B33566968f8011ea6A59,213.0,323,323,277.0,1465.821209997549,0.8575851393188855,4.538146160983124,gr15
0x3CCb0F1f6Cc0709f491A2D25b4FBCa5Fe78870e8,16365.0,16080,16080,13516.0,40968.12497112609,0.840547263681592,2.5477689658660503,gr15
0x3Cc9F396430bC766AC8aa57fc28aeBc5919A5d81,28.0,115,115,90.0,470.190221615,0.782608695652174,4.088610622739131,gr15
0x3D86BFC94f304E888f778396269e0fB54A665896,70.0,41,41,35.0,161.39945988,0.8536585365853658,3.936572192195122,gr15
0x3E19b88E18F8ea86B7A3b321992c92bE3c9901a0,145.0,1300,1300,1291.0,5679.574787543038,0.9930769230769231,4.3689036827254135,gr15
0x3F34181A59C7EbD971aa629A5E05109486242375,26.0,21,21,20.0,128.81024161500002,0.9523809523809523,6.133821029285715,gr15
