index,address,valid_stamps_count,stamp_providers,issuance_date
2606,0xcf1cf002289c1f91e00074fc772b3d4d810512d5,7,"[""Github"",""Google"",""Discord"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""ZkSync"",""NFT""]",
2607,0xfe4b8385b001f108e0e6fdd7f7a1faba3e3bfd0b,0,,
2608,0xf0f08f640d5553e79b91296dba6c3f10521e5174,0,,
2609,0xf99025430a559608c94b14e39e0abb7a0ddff412,0,,
2610,0x03c6d548f77edf2120705b2e4609fd9db2bfb063,2,"[""SnapshotVotesProvider"",""Ens""]",2022-09-22T14:06:46.655Z
2611,0xecb9c00cdd6f1afe9268a686e41446cb51d1bb79,0,,
2612,0x16b2512cb87323a388d48b5a75a9f8ee325f2861,3,"[""Lens"",""Github"",""Ens""]",
2613,0xddeb7799a65f0f56f6c7c5f7d6247d7f54a29fc9,0,,
2614,0x9c61d860f227382dcd01734e9408eb45a1f33821,0,,
2615,0x034a10c8d5b31bf1368bc26f426b22ecf5d42f7d,4,"[""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""NFT"",""ZkSync""]",
2616,0x02f3f216d85e50c069cfbc6ecc7eb460d068c160,4,"[""Twitter"",""Discord"",""Google"",""Github""]",
2617,0xd48a9bd19d0b9dc2183be55cd743d8758f781a45,15,"[""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""SnapshotProposalsProvider"",""NFT"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#numGrantsContributeToGte#25"",""GitcoinContributorStatistics#numGrantsContributeToGte#100"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#100"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""GnosisSafe"",""ZkSync"",""Lens""]",2022-08-27T04:31:02.829Z
2618,0xfd62da50fab4e6c0af71b3395fa249bbda630681,0,,
2619,0xa9ee9b9620556054d5e400d0c12ba6393efbc05e,14,"[""Lens"",""Github"",""Brightid"",""POAP"",""SnapshotVotesProvider"",""NFT"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""TwitterFollowerGT500"",""Discord"",""ZkSync"",""GnosisSafe"",""GitcoinContributorStatistics#numGrantsContributeToGte#1""]",
2620,0x13f6a73a5fcbd36f149c49e94274b9e28faaf1a4,0,,
2621,0xb58c9799888fe30d02593bae5064cdfc8e6cb862,0,,
2622,0xbb8a2b89c6af4dc4413f12ad721385d9073dff35,8,"[""Twitter"",""TwitterTweetGT10"",""Google"",""Discord"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""NFT""]",
2623,0x45643fe996fc50d887a1ccf933f28bb93e4fd35f,0,,
2624,0x768347b0b010600991a56a0e9f26b373de6fedb8,0,,
2625,0x4a118d79838e0909807ac8696d30785255a506b4,1,"[""Brightid""]",2022-06-13T11:00:42.435Z
2626,0x7debd1bc436e8d78057fa94dc5370aa2fc8910d8,0,,
2627,0x5e52a641b5a9b1fdebd9af61888808012ff777b5,0,,
2628,0x09e8516aeaccb2e79fb954144404eef908d72b24,0,,
2629,0x494e89061de0133626eacaff7c1f0a4ef611d132,0,,
2630,0xe39acd238f5e1e534680c5e743894788fc3b5802,,,
2631,0xe62dfef208dbf1290a71a295ee91466002b420af,0,,
2632,0xdd54ee0d29a1077c8baf84e2b76c3220789023d2,4,"[""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""NFT"",""ZkSync""]",
2633,0xf4e7157215fc4c6b0548aadc74f1b12c370a64dd,0,,
2634,0xd5cc604a29cd63b947481661fe48ff0ce81c376f,0,,
2635,0x068c84f0dc496c981cb30e49b88f92f1179d64b5,13,"[""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""Facebook"",""FacebookProfilePicture"",""Google"",""Discord"",""Github"",""Linkedin"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""NFT""]",
2636,0x4d97f6b5d07518c80a0b3f5d142e6fd9b8ec4b60,13,"[""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""Google"",""Github"",""Facebook"",""POAP"",""Discord"",""Linkedin"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""ZkSync"",""Twitter"",""NFT"",""gtcPossessionsGte#10""]",
2637,0x1d9ad9bb06576f39d22503e7bb6a190e228dddd0,0,,
2638,0x9ab5c3aefe6d25026a07e6fdcece69734070e158,7,"[""Twitter"",""TwitterTweetGT10"",""Github"",""Discord"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""NFT""]",
2639,0xa0842862fcd392707ce9348c1ff3179718180c84,15,"[""Facebook"",""FacebookProfilePicture"",""Discord"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""Google"",""Github"",""POAP"",""SnapshotVotesProvider"",""NFT"",""Linkedin"",""Lens""]",
2640,0x7b44aea11de4a6096a1c935ed7101cb1d02657ee,0,,
2641,0x7371fbda0323616fc08b0c8f5c991813f70caa5c,0,,
2642,0xabddd183743e61a04a7b31de3dc68171ca3ed4cc,0,,
2643,0xe4f0270a98c6ae4a307b0c5b3a226f64c01138db,9,"[""Google"",""Discord"",""Twitter"",""TwitterTweetGT10"",""NFT"",""SnapshotVotesProvider"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""POAP""]",
2644,0x9f27ee42234e80f29934c24242425c423de9325c,0,,
2645,0x9f323e56d85b5dea4275ea49ab2d9c4be071bd44,3,"[""Brightid"",""Twitter"",""TwitterTweetGT10""]",
2646,0x51fba088ba8f7ca6fffb4ca2c6a57ac92a50453a,0,,
2647,0xb6cd9595e47d002742f43157a8de279606645761,0,,
2648,0x435871508086866b5088b6dc22daa8e15833d7b0,0,,
2649,0xe0d0527ffc6d7d64a03c9509911323d4d15e5966,0,,
2650,0xfa4576257f40181db5d15f6bb5c8032c69b2c386,0,,
2651,0x8efa340f80bc3a7417836ee4c1ad0d614f0f9855,0,,
2652,0x2dc5b4261159fffaa56c4e197605d05a72a7b368,0,,
2653,0x6ced45d69f07dfcdfbc6d34ae050e65e76ab0288,0,,
2654,0xb3a34c9edeadd97d1a6ba9e14043aadb92786849,0,,
2655,0xcdec10792b5793c7670f9f3667370c74b0de2353,0,,
2656,0xa359311c4dc2b61e197186c4191b7889f988babd,0,,
2657,0x0449e53aa1a3f75133df621d0ee755d5381a934e,,,
2658,0x94abad92b4fc726a35e5028c3e2ca2862c783dcf,8,"[""TwitterTweetGT10"",""ZkSync"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Discord"",""Github"",""SnapshotVotesProvider"",""NFT""]",
2659,0xcdf2b353239a24fc8e2f37c45718d43c7b8ebce9,0,,
2660,0x19555c28e8d13450706aab7f28d75dd502fcedbd,0,,
2661,0x4cb75146e98562c9d79b31649c6c739e4dcb7cd5,11,"[""Lens"",""GnosisSafe"",""SnapshotVotesProvider"",""NFT"",""gtcPossessionsGte#10"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""TwitterFollowerGT500"",""TwitterFollowerGTE1000"",""TwitterFollowerGT5000""]",
2662,0x6742b148d14519b8d27411222234adc6f82ba2c8,0,,
2663,0xdb382c30ff95f3c548118b94f5ea1135b36063a7,0,,
2664,0x88b8073739f867126c96f392512ddb34ef3a350e,13,"[""SnapshotVotesProvider"",""Discord"",""POAP"",""Facebook"",""FacebookProfilePicture"",""Twitter"",""TwitterTweetGT10"",""NFT"",""Google"",""EthGTEOneTxnProvider"",""Lens"",""Github"",""Ens""]",
2665,0x81670ba03ffddbca11146e3ff8933eb7bf1e1376,0,,
2666,0x7aadc19b1dde0fe812798a1205b4f55adde1e76b,0,,
2667,0x8fc7dc16d97f08e6c104f512e8826cf66d641cd2,0,,
2668,0x40afea93ed55d61e97e90d6e5d3bfee90537f0ad,8,"[""Lens"",""Discord"",""SnapshotVotesProvider"",""Google"",""Ens"",""Facebook"",""TwitterTweetGT10"",""Twitter""]",
2669,0xf935729d512210a3dba56fe0c608ab34a60407b4,0,,
2670,0x36def8a94e727a0ff7b01d2f50780f0a28fb74b6,0,,
2671,0xee8ba007fa7fe3d127213a206be8d5a5341ca5b8,0,,
2672,0x442feea58ed534d15b6773322567f8e954563b44,0,,
2673,0xe372604616757b1aca088d79e15133aaeede9b49,0,,
2674,0xe17bca95239a7a791ae402f923a286fedd540f66,0,,
2675,0xc43223e4ae80b52c619b9ebc2e7b53e3ec3269b7,0,,
2676,0x67ed62ed4b5009a8b58e8b67946c4e518c52670d,0,,
2677,0xab269f6a366fdf46f20cd9dae2ee2ceacac4a8a1,0,,
2678,0x6020b8e5f537d8dc1f7bd7accfe5aedf7b34e655,14,"[""TwitterTweetGT10"",""Twitter"",""Lens"",""NFT"",""EthGTEOneTxnProvider"",""Discord"",""Github"",""Ens"",""Facebook"",""FacebookProfilePicture"",""Google"",""gtcPossessionsGte#10"",""Linkedin"",""SnapshotVotesProvider""]",
2679,0x3947309bba450f4a39d0158fe277c451ffe0f26b,16,"[""Github"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""Google"",""Ens"",""Facebook"",""FacebookProfilePicture"",""POAP"",""Discord"",""Linkedin"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""NFT"",""GnosisSafe""]",
2680,0x506685ad6e1d208d37547fd8d10a9124444251ac,,,
2681,0x2009650fd6be3d3fbca52ab1730c043813b277fc,0,,
2682,0x8d3fcf0fd9fb1c21eaec09b7f19f6003f2d344f1,0,,
2683,0xfb5146803b7dde661aab84915cc1435697caf896,0,,
2684,0x3ef0430c20044bf343e26edfdd992c67807cf64d,0,,
2685,0x617dd690753e70ac9af1d8c22743a3f2c2f3d846,0,,
2686,0x2f2a73c22345b23b036f92767f52785863fef372,0,,
2687,0x2311542580691e73889b2b616f865257698a0ed9,0,,
2688,0x0a58363c9caeb721d29b39106cb27beaa95b1e39,0,,
2689,0xf6225d17de68408521d101d35e32885468845be8,0,,
2690,0xb4d0157329ffec6d327cd145688f280a4aa1c974,0,,
2691,0xd37a393be4853674289eee940c649bac097675de,0,,
2692,0x5cf8ee727ef304616ffb98e5b74cd982c9ec433d,1,"[""Ens""]",2022-09-11T08:10:47.656Z
2693,0x4c03ef702b7695272380064f872a4160a45fa184,0,,
2694,0xd433605fe887a47edc7947a513693abc7ab897df,6,"[""Google"",""Twitter"",""TwitterTweetGT10"",""Github"",""Discord"",""SnapshotVotesProvider""]",
2695,0x77d60b8830612efd50480d0493f61847f444e879,0,,
2696,0x76025c1ebb7c6d61190761d2985c77cb2f464aae,0,,
2697,0x3ec195cd1978fad948e189f7fda8bcf942631a70,0,,
2698,0x143d28997ce702921a952910aa8b6e0882ddfc7d,0,,
2699,0xff74a1eb4d84ebba1dd5f451f12854237b6f52ae,0,,
2700,0x7bc2921102cb637c9fc16d3dcf89259068ea9bec,0,,
2701,0xb34ca9bdc771e513e5eda56396f43a851d7d57f0,11,"[""Ens"",""Twitter"",""TwitterTweetGT10"",""Google"",""Github"",""Facebook"",""FacebookProfilePicture"",""Brightid"",""Discord"",""SnapshotVotesProvider"",""Linkedin""]",
2702,0x61ec420ee29d07697bf47a0bbb76187e856df37d,0,,
2703,0xe2dadaf242a948a45d024fc04570ab44f3c504c0,6,"[""Twitter"",""Github"",""Discord"",""SnapshotVotesProvider"",""EthGTEOneTxnProvider"",""ZkSync""]",2022-11-22T18:12:42.693Z
2704,0x57c70b7711fe17b6d98fda1f67e1187ac7ee3757,0,,
2705,0x6c59e9efce24bd95032935f00d739ac01171896c,0,,
2706,0xe9b276e5be750b940ce4fcd557d6ce585ccf0717,0,,
2707,0x675a70c455da5e10a86f752e6904231fa5f3969f,0,,
2708,0x8c7926be733c52da743757bfef65bc5c7697833f,0,,
2709,0x14acdf57dd0f21acfca9e9b0ca2b9b9d3aba285b,0,,
2710,0xaac75aee1d3dac4e6a5435c589f36fe4f042fd1d,0,,
2711,0xd98ad1fd4aa0e1c876d91968d1385aa9e1aa98df,0,,
2712,0x456e4560f1cf478d472d0c2eb46f4dea6e348ffc,0,,
2713,0x404bae20ccc48566ea0798c0b988875109201ba3,0,,
2714,0xf31a02a029c48ffe90fddb1eedf65b20f21be212,0,,
2715,0x8b5d712130a70d25bce5a49f9cef0000f6e12ad9,0,,
2716,0x1c0f9d04e238c6958bf06acbbf5821ee8a494633,0,,
2717,0x54202433fcfc546f8d39dda3762b600b64f7c3dc,0,,
2718,0x2f3409fe8bb08dc400413795926123533e1b8907,,,
2719,0x32ede625335adda96dbff368799dcc0bacbf10d9,0,,
2720,0x7b1dee6d2961be2dd13e43bc3b076b32874f5eb6,10,"[""Twitter"",""Discord"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Lens"",""NFT"",""ZkSync"",""SnapshotVotesProvider"",""Ens"",""GnosisSafe""]",
2721,0x4958b86e924180dcbbfda81376459eec1dde1785,0,,
2722,0x03bb74c32acb025effab4d31e579d3751363c216,0,,
2723,0xa70cc438c129b87993b55767c594ace1220202e5,0,,
2724,0xd48381bd9aa4f3bb124b03bd77743ec13a745b7e,0,,
2725,0x71fb771db27c5833393edcc33d1bc6e599828ff5,0,,
2726,0x955b8ed1dda2aa130418d404cae01f318f2e1995,0,,
2727,0x8419ae03e2e54030b7a34be81c7b50208b7f23b8,0,,
2728,0xcd6e88f151220046a5c7c928d0086c07638104ba,0,,
2729,0x4ada1b9d9fe28abd9585f58cfeed2169a39e1c6b,2,"[""Lens"",""Discord""]",
2730,0x8791374e304c489de5238ec521fdea0048e93fa6,0,,
2731,0xbd2057cc41add2063f7502ffcf6267c24e4a70af,0,,
2732,0x6bf72d183894de3bd5ebaf7b5983d7c778c82299,14,"[""GnosisSafe"",""ZkSync"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Discord"",""Lens"",""Twitter"",""TwitterTweetGT10"",""gtcPossessionsGte#10"",""Github"",""Google"",""SnapshotVotesProvider"",""Linkedin"",""Brightid""]",
2733,0x37e277bc41dd370003a0fd069cca45e795111694,0,,
2734,0xb260f5d77d37a668ab85c08930be0a01dbc9c53d,8,"[""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""Github"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""NFT"",""ZkSync""]",2022-11-02T23:27:52.420Z
2735,0xcb1665e6f5fd05498ee82dfac1e74f8db344f951,5,"[""Google"",""Github"",""Discord"",""EthGTEOneTxnProvider"",""NFT""]",
2736,0x2705ce44eb300c8cec195b2977685083be67abbb,10,"[""Google"",""Twitter"",""Discord"",""Linkedin"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""NFT"",""Facebook"",""ZkSync"",""Github""]",
2737,0xad693da3aeaea10d10abaa7d410dea613cb3ca61,0,,
2738,0x394bd1e6eb2053d7bb5a6be8de14fe1ba8df3b14,5,"[""Google"",""Github"",""Discord"",""ZkSync"",""NFT""]",
2739,0x00fddf15962fd7a4381e83dc82645cf2a45db33d,0,,
2740,0x53acda42ea11530bdea849537eb5fb77f642ad41,0,,
2741,0x5fbe45d3270fbfc82cd3cd4068b7174f96dce27b,0,,
2742,0x772dcc91f9590af05ebf6cfbee4a466ae24fedd8,0,,
2743,0x0da677f44697ef17ec3fced87eae7f0c38257444,0,,
2744,0x80c3857cb1665e077a8132abf12a24b42da807ab,0,,
2745,0xaffdaade128017daca8bbc793ed54bd05faf18df,0,,
2746,0xa6f0126b36291dc3bc9a8ef565a434b394e4b01e,28,"[""Ens"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#numGrantsContributeToGte#25"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#100"",""GitcoinContributorStatistics#numGr14ContributionsGte#1"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""GnosisSafe"",""gtcPossessionsGte#10"",""Lens"",""ZkSync"",""NFT"",""SnapshotVotesProvider"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Linkedin"",""Discord"",""Brightid"",""POAP"",""Facebook"",""FacebookProfilePicture"",""Github"",""FiveOrMoreGithubRepos"",""Google"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100""]",
2747,0x76935956fa1c04ce2a46b8ad315a6f45ae7854fe,8,"[""Twitter"",""TwitterTweetGT10"",""ZkSync"",""Discord"",""NFT"",""SnapshotVotesProvider"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider""]",2022-11-23T08:39:05.185Z
2748,0x5a56bd4f262dd5f011a3550b1b6c8a08baacea23,12,"[""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""Twitter"",""TwitterTweetGT10"",""Google"",""Github"",""Facebook"",""FacebookProfilePicture"",""Discord"",""Linkedin"",""Brightid""]",2022-11-05T08:16:54.016Z
2749,0x04bbb7ea18ea570ae47d4489991645e4e49bbf37,19,"[""Github"",""Twitter"",""TwitterTweetGT10"",""Ens"",""Discord"",""SnapshotVotesProvider"",""Lens"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""ZkSync"",""NFT"",""POAP"",""gtcPossessionsGte#10"",""GnosisSafe"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#100"",""Google"",""GitPOAP""]",
2750,0xdce5521b64447130d773d62eb5e0291299cdd4c6,0,,
2751,0x628bc455f092022c5ef289465204f16e735d0074,0,,
2752,0x7c8a7c40c5747734b8822149815b207ee4dbab2b,9,"[""ZkSync"",""NFT"",""Twitter"",""TwitterTweetGT10"",""Discord"",""Github"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Google""]",
2753,0x76ff89de073a6f10425e073b2086c05383a9e4ad,0,,
2754,0x18e9664a094d8d134bb3bae84119305afe308ece,9,"[""GnosisSafe"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#numGrantsContributeToGte#25"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#100"",""GitcoinContributorStatistics#numGr14ContributionsGte#1"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""gtcPossessionsGte#10""]",
2755,0x165b24652c2cb32a7563da36c024158f72c35e96,0,,
2756,0x403b32fdc5b45b9fbea9966f3642c29f65700179,0,,
2757,0xf980bb10341b80b11e5f774a8e2495f38783b75a,0,,
2758,0xa4f90484913703e5758e19d1d639f7f8f20fda00,0,,
2759,0x20d201be51314c3c2331e11a5a85e7222031f346,0,,
2760,0x1c6fa3daa00bf86ed79fda81e83ac716e9e37d4e,0,,
2761,0x265ac6c4033f7a63d9c89c88610dbdb083135cc2,0,,
2762,0x1e53a88faad714201b5796865a91107380cd139a,0,,
2763,0x042e9c83d7e41013189f8b3ff581de8b91be1220,1,"[""Github""]",2022-11-19T15:38:01.898Z
2764,0x0815edf1b6b10b8ced00a5e58634ec563197fa12,0,,
2765,0xde0b662774709b83ec6bafb5633ad5fa67e3db2e,0,,
2766,0xf7f928469b3cdf7f9407845aba5231cf6605725a,0,,
2767,0xce39840e474785c653e996cd8c42f5af1d68c84e,0,,
2768,0x407be77b761d45a0a828baa64312ebd47c8e2a39,0,,
2769,0xe6132c3055385b7cbdbbf36facff86d8fcc6ddc2,0,,
2770,0x2eaaa66e8f006297aefd4ac26af51453f4cbed16,0,,
2771,0xaf9c9d0a055d7ef11c98b96d3f1dc6cbf115d3e9,9,"[""Twitter"",""TwitterTweetGT10"",""Github"",""Google"",""Discord"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""POAP"",""NFT""]",
2772,0xf5405605711de22af7b17cd293338aa6fb6df56d,0,,
2773,0xe23d1063696e2d5d05d87a7776123885015f09b0,0,,
2774,0xda0d1b7995e652288ac13540915b899a51d2be50,0,,
2775,0xedf3dad1a89610f1a80ebd67d1eb73e6479d6bb7,5,"[""Twitter"",""TwitterTweetGT10"",""Github"",""Discord"",""Google""]",
2776,0x20fe2d2cd38553c3f24f2a55b8ec7872e275c7d6,17,"[""ZkSync"",""NFT"",""Discord"",""Google"",""POAP"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""Twitter"",""TwitterTweetGT10"",""Github"",""Ens"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""SnapshotVotesProvider"",""Lens""]",
2777,0x9bdfe468ed0d21ce9290e4b84575208e36ac0609,0,,
2778,0x7f1f4c9da0b7057710aec43729dfe05242179e63,0,,
2779,0x6854fffa71a4ae49df700d087d377a297c595386,1,"[""Lens""]",
2780,0xdc6b8b33630fade4a11d5f52666a4c30ac800363,0,,
2781,0xaf6972246e257f3ff475f70e2422786af130a1b9,0,,
2782,0x32eeccbc5efb8340c2ea2b1a335a3318bf3cd54d,0,,
2783,0xebf32197cfc1fcd07cb32e6fc413390ba4647f0d,0,,
2784,0x4c56847c70e79b5adacd4865ee3e53c115a27dcb,0,,
2785,0x266fa49226187059be67b25b533b305676cffbb6,0,,
2786,0xce6ae5bedbf106beed056e2b37a2304445a332fb,0,,
2787,0x3b4c3ea659c6755a129323555ce38f9d71a93bd3,0,,
2788,0x24da9493792e43069612cc7599f8d24ccf66096e,0,,
2789,0x86ddb7afa9d53d9fc5f637a7d144504d01497809,0,,
2790,0x0cc56958829bdde8c7accc55d34a134bc64de220,10,"[""SnapshotVotesProvider"",""Facebook"",""Github"",""NFT"",""ZkSync"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Linkedin"",""Discord"",""Twitter""]",
2791,0x9fdcc5144c5c97eb1eb5da44985ac2dc8ccb1243,0,,
2792,0x788d4e5aa7f5c2877fd25e65286b7ffff37b4e38,0,,
2793,0xbe12758c6618abc44f0bf2ef69779220463f5cca,,,
2794,0x3e359b6a73b12a6b6d08a5fca99579959c5636e2,0,,
2795,0x65c2d5e8129d09d89e2ff166543a50a7097501fb,8,"[""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""Google"",""Github"",""Discord"",""NFT"",""EthGTEOneTxnProvider""]",
2796,0x9c308db44641802fd4bf697f0114655083c2e399,0,,
2797,0x492aaf23be6a67b9bbb545f11f97552ed869552d,0,,
2798,0x0f493931981ef166bc2faf0de4324f8a26bad0c2,0,,
2799,0xf61a39be6b9b9c78ae65de905c13590314a46689,0,,
2800,0xdca9f3d4aafc1068971707baa813935f94fc31ff,0,,
2801,0x3cc89a4a25b62ac2db88442189829090307a5b99,10,"[""Twitter"",""TwitterTweetGT10"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""ZkSync"",""SnapshotVotesProvider"",""NFT"",""Lens"",""Discord"",""GnosisSafe""]",2022-11-19T12:37:45.136Z
2802,0xa1a4c030d3e65d7e50bc0706ac059a9fe00b4abf,0,,
2803,0x649857fb17f3efc4377203f739f159dc41cfc1ab,0,,
2804,0xb54d87d15d09780f27d8e0208ff2777b02c8109f,0,,
2805,0xf18402c857a0938b2ec9a401eecb9d6d46efe06e,0,,
2806,0xa7943fe31025d7bca1650b5e4dd670b89165f05a,0,,
2807,0x2205f5bd2cbe8ce5e17d8adb1a48c0057a0bfbc6,0,,
2808,0x932681c7555fc509a186930fcd406f2061be118c,0,,
2809,0x48593b2bdbec990d63f7922dbc9495ab40a65c21,0,,
2810,0x32f31ae0f8d782a97406bb06c0a4eea71792fe15,0,,
2811,0x53069f6c98b589aab80ec6edff32be458fc0fa2d,0,,
2812,0x57b4b9f1264d2dc38652d3423ef2af7eea2efe33,2,"[""Facebook"",""FacebookProfilePicture""]",
2813,0x211177b796c0dfc1ff978b850db70c5bd97da4fd,13,"[""ZkSync"",""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#numGrantsContributeToGte#10"",""GitcoinContributorStatistics#numGrantsContributeToGte#25"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#numGr14ContributionsGte#1"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""Github"",""TenOrMoreGithubFollowers"",""Facebook"",""FacebookProfilePicture"",""Brightid"",""SnapshotVotesProvider""]",2022-06-14T07:48:44.849Z
2814,0xbfe80da880b4519ae78f5082e43921fd5df96879,0,,
2815,0xbeefae1ad4eca36dcfc81a3fa94ca5f49a242db3,0,,
2816,0x9cc20ecf4e944f34bdc670b8e7412b818fc91866,18,"[""GitcoinContributorStatistics#numGrantsContributeToGte#1"",""GitcoinContributorStatistics#totalContributionAmountGte#10"",""GitcoinContributorStatistics#numRoundsContributedToGte#1"",""TwitterFollowerGT100"",""TwitterFollowerGT500"",""TwitterTweetGT10"",""Twitter"",""SnapshotVotesProvider"",""GnosisSafe"",""Lens"",""ZkSync"",""NFT"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Discord"",""Ens"",""POAP"",""Github""]",
2817,0xf6fe9679254698bd5e32cd02f830b9725e703937,0,,
2818,0xb798081a4fba31790f13e4d553e39114ba0998ca,0,,
2819,0x95f7d2cfbe917f515d0386416494c22ce8bd9086,0,,
2820,0x1d19da85322c5f14201be546c326e0e6f521b6e6,0,,
2821,0x0755739f9129ff58b58203453c91d9aaf8116fe7,0,,
2822,0x0cf7a92793f7700d60063c0b014bbb8ae403b834,0,,
2823,0x4596083e553cdbc4d6c2f07bd2bd4119a5ba0cb3,0,,
2824,0x1e86e1a3cba24bdb1f88749345df92269e177146,9,"[""ZkSync"",""NFT"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Github"",""Facebook"",""FacebookProfilePicture"",""Google"",""Linkedin""]",
2825,0xb00f29214d94401c7134b0bb31150448277cc54c,0,,
2826,0xaf425263fdfd83dea4751a257e271b4594fa8b2a,13,"[""NFT"",""POAP"",""FirstEthTxnProvider"",""EthGTEOneTxnProvider"",""Github"",""Discord"",""Twitter"",""TwitterTweetGT10"",""TwitterFollowerGT100"",""Google"",""Facebook"",""FacebookProfilePicture"",""Linkedin""]",
2827,0x1678b5ded3ab07d1697437895b9eff36195d556a,0,,
2828,0x45b5f6a0e5a5f7974d412a66784dd66cdb37ad22,0,,
2829,0xf53bd6b9a21d1b4573259eaf89f5d76f781df309,2,"[""Facebook"",""FacebookProfilePicture""]",
2830,0xd478b48b30326fc76807b024f65bd6fcc47b52e4,0,,
2831,0xd3d15cc37c2142c3a9e93b8b19c0ce30c1c3f230,0,,
2832,0xbb83ccf90cd0882c833092c0ae375045e3397240,0,,
2833,0x02706c602c59f86cc2ebd9ae662a25987a7c7986,0,,
2834,0x513b4fb84df4f8e05c05cdcbbb8d04c482ec0b4b,0,,
2835,0xc5ca34c2e5a2330c086a49fd631b628aa4e17d6e,0,,
2836,0x0836098a08f27ef6e545743c3b53ae0ab7e953d9,0,,
2837,0xacdab39044ddcbdd1647da37214dc36fa3ff7810,0,,
2838,0xae6fa493422a793980fb79fd0beac348371672b6,2,"[""Twitter"",""Discord""]",2022-11-25T09:59:42.050Z
2839,0x389014ba96e054c86a22b94b03ce66584841c9e0,0,,
